visitor_id,age_group,zone_visited,discovery_source,satisfaction_rating,would_recommend,comment,sentiment,visit_date
51e4d012-98db-4195-989f-d1d20423197d,26-35,Food & Culture,Friends/Family,2,1,Lighting in some zones was too dim.,Negative,2025-12-10
ce718e57-2be8-404e-8aea-506086b6d49a,26-35,Food & Culture,College/Work,3,0,"It was okay, nothing special.",Neutral,2025-12-14
4cdcf911-777a-470c-aa06-6beb55aabe40,26-35,Food & Culture,Newspaper,5,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-13
0f259e12-8730-4830-951d-e599f17c6c35,36-50,Modern Art,Online Ads,4,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-03
41ad1a16-de22-491e-8a71-481c540ea67d,26-35,Food & Culture,Friends/Family,5,1,Friendly staff and clean premises.,Positive,2025-12-01
2d3db388-a5b8-4814-a4b5-2a0136642c35,18-25,Heritage Crafts,Newspaper,4,0,Friendly staff and clean premises.,Positive,2025-12-03
e65afa09-f056-4d27-9301-d555483d0a57,26-35,Kids Zone,College/Work,3,1,"Some zones were good, others not so much.",Neutral,2025-12-12
4e4f1eaa-df39-47f7-bd84-2168f69605f9,50+,Tech Innovations,Social Media,5,1,"Great experience overall, well organized.",Positive,2025-12-13
5db92a00-7753-4db6-9b46-1ab70191c2b2,26-35,Food & Culture,Social Media,3,0,"It was okay, nothing special.",Neutral,2025-12-16
9cf2bb28-b81e-47e0-abcb-7f607d9e4a85,50+,Tech Innovations,Online Ads,2,1,Photography section felt empty and poorly curated.,Negative,2025-12-20
2cd31dc9-c5c1-4f27-baa1-6743350b6175,18-25,Photography,Newspaper,5,1,"Great experience overall, well organized.",Positive,2025-12-07
2d2b4c6e-8b0f-471a-a7f3-cadfacb1837b,50+,Food & Culture,Social Media,2,1,"Too crowded on weekends, hard to move around.",Negative,2025-12-17
7694a048-6040-45e2-8e93-9f2a735c137d,26-35,Modern Art,Social Media,5,1,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-07
d25ac957-9776-4b71-9077-748b832939d6,Under 18,Heritage Crafts,Newspaper,5,1,Friendly staff and clean premises.,Positive,2025-12-13
96dd20a0-dcae-4879-b173-6594c9aca2c5,50+,Kids Zone,College/Work,4,1,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-21
9e19ea23-9c77-4983-928b-0f2b756921d8,50+,Food & Culture,Social Media,2,1,"Signage was confusing, hard to find zones.",Negative,2025-12-12
e9e4d4cd-eba1-428a-8135-97c296aae9df,36-50,Food & Culture,Social Media,5,1,Friendly staff and clean premises.,Positive,2025-12-16
06c881e3-68d9-462e-96ad-cbacab20d07b,36-50,Food & Culture,College/Work,3,1,"It was okay, nothing special.",Neutral,2025-12-15
c201cd8d-2079-4459-97f3-acee700e00f4,36-50,Modern Art,Social Media,3,1,"Average experience, could be better.",Neutral,2025-12-14
14da9a5d-bee7-4122-bc43-847a9142bdb4,36-50,Tech Innovations,Friends/Family,4,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-02
3df16b77-eac8-4b26-a6ff-f0f9976340fd,Under 18,Photography,Online Ads,5,1,"Great experience overall, well organized.",Positive,2025-12-17
525b6fb5-74c3-44bc-a212-e613c8907564,50+,Heritage Crafts,College/Work,4,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-05
9811f3fa-89e0-4391-ad26-4e119568ec68,50+,Heritage Crafts,College/Work,5,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-07
48ff3779-3797-4305-89bc-ad240e65d347,26-35,Modern Art,Online Ads,4,0,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-06
f99eac42-9c58-4102-b13d-6a3a7d65b468,18-25,Photography,Social Media,4,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-09
467ba995-e116-4b84-bac1-b6df7ad76581,50+,Modern Art,Social Media,3,1,"Average experience, could be better.",Neutral,2025-12-05
0739090e-60aa-4bca-98bd-e9c29a271a16,36-50,Tech Innovations,Social Media,4,1,Friendly staff and clean premises.,Positive,2025-12-17
6222d5bf-61e8-4621-bc33-36d2799cfbab,26-35,Modern Art,Social Media,5,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-06
03497799-8b1e-4e50-80e7-e706cbc6f33e,26-35,Photography,College/Work,4,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-09
0beebe59-76a0-4fe4-8d61-a8314852f242,Under 18,Heritage Crafts,Newspaper,4,1,Friendly staff and clean premises.,Positive,2025-12-15
e4f1ba67-e353-419d-9358-7722935324b0,50+,Kids Zone,Newspaper,3,0,"Some zones were good, others not so much.",Neutral,2025-12-09
ac622c71-aec5-4284-8b60-af8fc322692f,36-50,Kids Zone,College/Work,3,1,"Some zones were good, others not so much.",Neutral,2025-12-13
0e93cbd4-6573-4835-8557-e24eb11af93c,18-25,Tech Innovations,Friends/Family,4,1,Friendly staff and clean premises.,Positive,2025-12-15
4ac9b639-40ed-46ce-9b0c-c3cb7b7609db,50+,Modern Art,College/Work,4,1,"Great experience overall, well organized.",Positive,2025-12-17
7761e038-51c9-4fd0-82e6-a0157a339fff,50+,Tech Innovations,Online Ads,5,0,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-01
57bfb04d-9c84-4f2e-ba06-c7762e7949e8,18-25,Photography,Social Media,4,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-14
9f88f22f-4fc7-44c1-9339-61e6ba2702cb,26-35,Food & Culture,College/Work,5,1,Friendly staff and clean premises.,Positive,2025-12-08
2d37491e-f46c-462d-a2b3-48a055b7c976,Under 18,Kids Zone,Social Media,4,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-12
947f6adb-1bb1-4fa7-9d55-1488f12bfc14,50+,Tech Innovations,Friends/Family,4,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-19
9b2726fa-9b53-4e0d-8aa4-48c49843808d,18-25,Tech Innovations,Social Media,3,1,"Some zones were good, others not so much.",Neutral,2025-12-16
7f7b5ef6-f532-4c9d-b67a-fe2a373ca0ba,Under 18,Modern Art,Online Ads,4,1,"Great experience overall, well organized.",Positive,2025-12-05
04f2f200-db1a-47f2-b0b1-de9c8bbe0452,Under 18,Food & Culture,Newspaper,5,0,"Loved the variety of stalls, especially the food section!",Positive,2025-12-09
bed7f7df-c5b6-48c0-8043-29f952fbf122,Under 18,Food & Culture,Social Media,3,0,"Average experience, could be better.",Neutral,2025-12-12
9f885494-4026-4e08-ab09-419314870d6d,50+,Kids Zone,Friends/Family,4,0,"Tech zone was impressive, learned a lot.",Positive,2025-12-16
20d5bef9-2025-4358-b7c1-f0f80bb67440,Under 18,Modern Art,Social Media,5,1,"Great experience overall, well organized.",Positive,2025-12-13
3f8259c3-b0e2-4bbb-92f6-b109d5191a81,18-25,Modern Art,Social Media,4,1,"Great experience overall, well organized.",Positive,2025-12-01
41ef8e33-00e8-49ca-9051-247fbcbc3aea,18-25,Kids Zone,Social Media,4,1,Friendly staff and clean premises.,Positive,2025-12-20
9b463c23-3c68-46e1-8f22-3f3ab0e2b9fa,36-50,Photography,College/Work,5,1,Friendly staff and clean premises.,Positive,2025-12-10
e9e4a503-bef8-48cc-ad9b-298500f429c0,Under 18,Heritage Crafts,Online Ads,4,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-16
d00271fc-5f39-47e1-80b0-fd2cfc7e79b8,Under 18,Photography,Friends/Family,4,1,Friendly staff and clean premises.,Positive,2025-12-15
ce352453-3e47-4838-88f2-6904683ce754,36-50,Heritage Crafts,Social Media,5,0,"Tech zone was impressive, learned a lot.",Positive,2025-12-09
d16c25a9-314f-4a98-af36-d2ead780872e,Under 18,Modern Art,Social Media,5,0,"Tech zone was impressive, learned a lot.",Positive,2025-12-09
2aba6cff-e716-4785-a362-b279bd2927dd,26-35,Photography,Newspaper,4,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-17
07dded42-1fe7-43ae-9c36-a3bf8bab1245,18-25,Tech Innovations,Social Media,4,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-06
c6bc15ce-034d-4b12-b3ea-0ef89aa0b744,18-25,Tech Innovations,Online Ads,4,1,"Great experience overall, well organized.",Positive,2025-12-11
987d8a71-446b-45b9-bb94-d468ae642faa,26-35,Modern Art,Newspaper,4,1,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-21
7ecee252-dfcd-46a0-8245-853e3949b217,50+,Photography,Friends/Family,2,0,Lighting in some zones was too dim.,Negative,2025-12-01
c9b2a4a1-ff3e-4b01-9a64-40b0b080149c,18-25,Heritage Crafts,Friends/Family,5,1,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-07
5806b40d-66fe-4d96-b9c4-cf86731a736a,50+,Food & Culture,Social Media,4,0,Friendly staff and clean premises.,Positive,2025-12-05
e768bea7-5277-455c-bdc5-5b16bb74b92f,Under 18,Heritage Crafts,Social Media,5,0,"Loved the variety of stalls, especially the food section!",Positive,2025-12-12
b3fcd02d-0bae-42d8-ba72-5a94c6d55682,Under 18,Modern Art,Social Media,3,1,"Some zones were good, others not so much.",Neutral,2025-12-21
c74856f2-c0ce-4590-adc3-935c44833df5,Under 18,Photography,College/Work,5,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-19
18354a0a-20c5-43ff-95ae-3fbb9159e7b5,50+,Tech Innovations,College/Work,3,1,"It was okay, nothing special.",Neutral,2025-12-13
79c6773f-1eaa-4576-a6de-e7d5a6ff48fa,18-25,Heritage Crafts,Social Media,4,1,"Great experience overall, well organized.",Positive,2025-12-21
2044fe38-adac-4363-808d-ce9394a070b4,26-35,Heritage Crafts,Friends/Family,3,1,"Some zones were good, others not so much.",Neutral,2025-12-21
efe3b5d6-9456-43d6-bdbf-dc23671207db,26-35,Modern Art,Social Media,4,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-12
70f0b3fd-5cc3-43e3-8d79-5f91b746b7da,Under 18,Tech Innovations,College/Work,4,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-11
a5efb65e-9dca-49fd-83e6-fe5f7a21f6a0,36-50,Kids Zone,College/Work,4,1,Friendly staff and clean premises.,Positive,2025-12-01
70e545dc-f6c5-4e0c-98a3-2ae7bfdf16db,36-50,Food & Culture,Friends/Family,4,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-16
fe89b0ca-94dc-4959-ac53-78ecf93a1b62,50+,Photography,Friends/Family,4,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-03
f33ba3eb-a40e-4e19-8b9b-c67df8b35f71,18-25,Kids Zone,Friends/Family,5,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-10
463d3db2-3b40-4e13-9d62-23b6f72c1a2e,26-35,Heritage Crafts,Friends/Family,4,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-06
d4b213a2-f306-4267-ada7-470d78e979c3,26-35,Food & Culture,Online Ads,3,1,"Some zones were good, others not so much.",Neutral,2025-12-19
0b19acf8-ca1c-45bc-b97d-c90b35c2ada2,18-25,Modern Art,Online Ads,4,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-06
e9eb310e-1f13-442e-b65f-59a1ba618413,Under 18,Heritage Crafts,Friends/Family,5,0,"Tech zone was impressive, learned a lot.",Positive,2025-12-18
b59e2b4d-7ec0-4b6f-9f10-aa6acc4f6f99,26-35,Heritage Crafts,Friends/Family,5,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-13
c6da31d8-5d87-4f7f-b26d-4aac8279c949,36-50,Photography,College/Work,5,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-07
83b69124-90a1-49b9-8252-56ebe4a3d650,36-50,Tech Innovations,Online Ads,2,1,"Signage was confusing, hard to find zones.",Negative,2025-12-13
a7895e04-df64-4da0-9a37-98a900664b96,36-50,Photography,Social Media,4,1,"Great experience overall, well organized.",Positive,2025-12-20
8bfe7d30-88f2-4bd8-8c15-476537a59d6c,26-35,Photography,Friends/Family,5,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-15
f55bd0ff-771c-41f3-8b1f-b4626ef3d609,26-35,Photography,Social Media,4,1,Friendly staff and clean premises.,Positive,2025-12-09
6a72dc97-1116-4322-a533-bbddaac4730a,18-25,Kids Zone,Social Media,4,1,"Great experience overall, well organized.",Positive,2025-12-08
41860c39-3f87-4f63-8b04-fbc722ef7eb0,26-35,Kids Zone,Social Media,4,1,"Great experience overall, well organized.",Positive,2025-12-20
c003d18d-959a-4a92-a61d-0fa2283b234e,18-25,Modern Art,Online Ads,4,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-20
8caeac79-ac63-47a8-87e2-0d15545a8021,18-25,Kids Zone,Social Media,5,0,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-09
5022bb16-25e7-460b-8631-9a445654b466,18-25,Photography,Online Ads,4,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-13
fc752b12-6a7c-46bd-a311-f1c72f95e556,26-35,Modern Art,College/Work,5,1,"Great experience overall, well organized.",Positive,2025-12-07
4e2dccbb-2aef-4497-b659-53b598b48fe9,Under 18,Heritage Crafts,Social Media,4,0,"Tech zone was impressive, learned a lot.",Positive,2025-12-15
5513844f-06c8-4c3f-9fc1-e9f3cb845e23,36-50,Heritage Crafts,College/Work,3,1,"It was okay, nothing special.",Neutral,2025-12-08
d005f84d-7f95-452c-b88f-ff1cee51998c,26-35,Kids Zone,Friends/Family,5,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-20
9166cf50-5900-4b6f-b926-0f5c83843616,Under 18,Photography,College/Work,5,0,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-14
e8877954-58d9-4e1b-87e4-24889142ac15,50+,Photography,College/Work,3,1,"Some zones were good, others not so much.",Neutral,2025-12-08
7c861ff7-740b-430f-9943-57ecdfb6e3a8,50+,Photography,College/Work,4,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-21
85814f90-b0b8-4851-bf1d-5ba01f160a29,36-50,Heritage Crafts,Social Media,2,1,Long queues at food stalls.,Negative,2025-12-04
2e88d96f-f27c-4fdc-a771-16ca8f99f9bf,36-50,Food & Culture,College/Work,5,1,"Great experience overall, well organized.",Positive,2025-12-09
c26af5eb-a251-47c5-b19b-1154a14f5325,36-50,Food & Culture,Social Media,3,0,"Average experience, could be better.",Neutral,2025-12-17
ed381dc2-3595-4573-989a-7255e7678ed7,18-25,Photography,College/Work,2,1,Lighting in some zones was too dim.,Negative,2025-12-01
a54ffcf2-3eb0-482b-a811-476e8a2b2f1a,Under 18,Food & Culture,Social Media,2,1,Long queues at food stalls.,Negative,2025-12-06
60b87c4e-9066-459c-a48a-d55619062337,50+,Photography,Social Media,4,0,"Great experience overall, well organized.",Positive,2025-12-15
f43194e6-1711-44a2-916b-9032f2cdf2a2,36-50,Kids Zone,Friends/Family,5,1,"Great experience overall, well organized.",Positive,2025-12-12
27ee1b37-83e2-4398-a448-f834204b659a,36-50,Kids Zone,College/Work,4,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-06
5aa44363-d9df-4432-b5d6-ad6c8ad3a99f,Under 18,Food & Culture,College/Work,4,1,Friendly staff and clean premises.,Positive,2025-12-21
164ef4f2-9929-4c25-a78d-39a88d5dc9df,26-35,Heritage Crafts,Friends/Family,3,1,"Average experience, could be better.",Neutral,2025-12-03
6c68bed0-c2ec-44e2-a072-8b629ccfaeac,26-35,Food & Culture,Friends/Family,3,1,"Average experience, could be better.",Neutral,2025-12-10
39cc292a-d155-4e3f-af18-29e7fb8ff004,50+,Photography,Online Ads,5,0,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-13
29cc1eae-0a16-4ed4-9632-4677688df734,18-25,Food & Culture,Social Media,4,1,"Great experience overall, well organized.",Positive,2025-12-21
b047345a-8f79-4e0c-940f-38c2acde28b5,50+,Modern Art,College/Work,4,1,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-05
aad34309-fe9a-4877-8429-50d2cb6f99f6,36-50,Tech Innovations,Friends/Family,5,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-18
5f994b57-30f3-45e4-a080-5b8cc4659e4e,36-50,Photography,Friends/Family,3,0,"It was okay, nothing special.",Neutral,2025-12-09
589d6bea-523b-417a-8d80-3f14cfc913e5,26-35,Photography,Online Ads,4,1,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-16
75a8ecd7-9a5d-4188-9531-4e9819c6321b,26-35,Heritage Crafts,Friends/Family,5,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-11
77eeeb6c-8a58-42e1-8db5-17350884f582,36-50,Food & Culture,Newspaper,5,1,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-12
01a525c7-3cfe-408b-83fb-8e331c6e40de,36-50,Modern Art,Social Media,4,0,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-11
f0f7ab52-a77b-4fba-bde9-fb88de54adeb,26-35,Modern Art,Newspaper,5,1,Friendly staff and clean premises.,Positive,2025-12-01
5eb5f4ad-9194-4072-aa05-b677dcb5ace5,26-35,Modern Art,Social Media,3,1,"It was okay, nothing special.",Neutral,2025-12-05
79d870e3-41bc-4e69-8c67-becf4287efb7,36-50,Modern Art,Social Media,4,1,"Great experience overall, well organized.",Positive,2025-12-13
18aadfdd-156f-4a72-92a9-2d8339345891,50+,Kids Zone,College/Work,4,1,"Great experience overall, well organized.",Positive,2025-12-03
f27d93b8-6915-49c0-90f8-8a6777fb7c4e,26-35,Photography,Social Media,3,1,"Some zones were good, others not so much.",Neutral,2025-12-17
84060a56-3df6-4f6d-87bf-9150408f01db,36-50,Heritage Crafts,Newspaper,4,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-04
a62163c7-20f7-436c-844a-177cc36707e0,18-25,Tech Innovations,College/Work,5,1,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-18
21dc756a-6583-473a-974f-1ceb2f5f3b56,36-50,Heritage Crafts,Online Ads,4,1,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-08
491f8c12-bdf9-4fd9-a0ce-ce0832d98afa,50+,Food & Culture,Friends/Family,4,1,"Great experience overall, well organized.",Positive,2025-12-06
3d315c82-93b3-4217-9ce8-e8a160f4613a,50+,Tech Innovations,Friends/Family,5,1,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-15
4a23b36f-c913-4296-b907-ab08cffaf0b9,36-50,Tech Innovations,Online Ads,3,1,"Average experience, could be better.",Neutral,2025-12-06
ca3d5299-f945-4430-b7c2-5a5225809909,Under 18,Photography,Social Media,3,1,"Average experience, could be better.",Neutral,2025-12-11
eac739da-1a8d-468b-b3f4-bce92ba41baf,36-50,Heritage Crafts,Friends/Family,3,0,"Some zones were good, others not so much.",Neutral,2025-12-02
260036b0-bdc7-42ec-9150-7ec19c29374a,36-50,Modern Art,Newspaper,3,1,"Some zones were good, others not so much.",Neutral,2025-12-12
5c9c02b0-9951-46ff-b901-04678226893d,50+,Tech Innovations,Friends/Family,5,0,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-10
07a693a1-7eb8-4463-8fc4-88031911e7ee,36-50,Food & Culture,Social Media,4,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-10
7b618253-a262-4fa7-984a-e586625b3d75,36-50,Tech Innovations,Friends/Family,3,1,"Average experience, could be better.",Neutral,2025-12-09
b759373a-e6b4-4074-af34-a9cc3ac70075,18-25,Kids Zone,Newspaper,3,1,"Average experience, could be better.",Neutral,2025-12-11
c36d5e3b-ac32-48be-8921-526af3a7d761,26-35,Modern Art,Social Media,5,0,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-03
cc0c3bdf-2082-4c70-a193-a6b63631b181,50+,Heritage Crafts,College/Work,3,1,"Average experience, could be better.",Neutral,2025-12-02
8b9f1b29-67f3-4f2f-ad3c-fba4e00ff5d7,Under 18,Food & Culture,Social Media,3,1,"Average experience, could be better.",Neutral,2025-12-16
09e56616-4b78-44ac-9c1f-4ca0cb046883,Under 18,Kids Zone,College/Work,4,0,"Tech zone was impressive, learned a lot.",Positive,2025-12-20
bfb9fcbc-8673-40b8-a9a5-31ccf21d431c,18-25,Food & Culture,Newspaper,5,1,Friendly staff and clean premises.,Positive,2025-12-20
8fb3c76a-4177-4461-840e-7b88fea107b2,18-25,Photography,Social Media,4,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-21
3f66b91c-c8a6-4a7f-8f71-ea05d7fbbfb2,18-25,Modern Art,College/Work,3,1,"It was okay, nothing special.",Neutral,2025-12-04
d492c110-93f8-434c-add5-91c69095f52e,26-35,Photography,College/Work,3,1,"It was okay, nothing special.",Neutral,2025-12-10
d3e4b380-3cc0-45e6-a885-1aaa893da17a,26-35,Kids Zone,College/Work,5,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-02
f3bcb63b-14e8-4ec2-b611-c2610b5df560,36-50,Tech Innovations,Friends/Family,4,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-02
7abd9298-9e4d-4e71-853e-797b40ad3029,50+,Food & Culture,Social Media,3,1,"Some zones were good, others not so much.",Neutral,2025-12-14
39df90ef-bb1b-4123-8783-cb76b713c4ff,36-50,Kids Zone,Friends/Family,5,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-13
a646e324-849c-4aa2-854b-2a1b5ecea9d1,18-25,Kids Zone,Friends/Family,5,1,Friendly staff and clean premises.,Positive,2025-12-04
4ece871e-27cc-4dce-8c81-02fa71756175,36-50,Heritage Crafts,Social Media,4,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-01
e5dd3e3f-f9c5-48c2-9fb3-bd9a16011e4c,Under 18,Food & Culture,Newspaper,4,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-03
a05690fd-f9fc-4519-aefd-c84029d69275,18-25,Modern Art,Friends/Family,4,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-19
223d6f20-6aea-4b6a-8883-3d0c75881445,18-25,Modern Art,Online Ads,3,1,"Average experience, could be better.",Neutral,2025-12-05
0685f4ec-aab9-4b76-96ff-e81fb1742f3d,26-35,Photography,Newspaper,3,1,"It was okay, nothing special.",Neutral,2025-12-15
22688c7e-f3f1-4822-b712-46fe8c007833,Under 18,Photography,College/Work,4,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-01
bd441d41-15df-41c9-861e-874e7ce8701a,50+,Photography,Social Media,3,1,"Some zones were good, others not so much.",Neutral,2025-12-20
43342da8-c87f-4a0f-b9c9-44a3cc1c9a46,50+,Modern Art,Social Media,4,1,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-19
bb181522-b802-49e2-b7a3-4eb55bd4d799,36-50,Photography,Newspaper,3,1,"Average experience, could be better.",Neutral,2025-12-04
62e56fc6-60c2-4522-8b85-ff60f7e36237,18-25,Tech Innovations,Newspaper,4,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-13
329475f5-bf04-4b34-930c-1577544aded9,50+,Food & Culture,Social Media,4,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-20
ff4b40b9-62a8-4645-94b8-e4afb31f33c8,50+,Photography,Social Media,5,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-01
a26a8700-56ab-46b5-9d1b-b87878b91cfc,26-35,Modern Art,Friends/Family,3,0,"Some zones were good, others not so much.",Neutral,2025-12-08
f6737eeb-2694-454c-a3b6-069e9cd1f3ff,36-50,Food & Culture,Newspaper,3,0,"Average experience, could be better.",Neutral,2025-12-15
45241e3d-b4b9-4477-9f0b-7927160dddaf,Under 18,Tech Innovations,Social Media,3,1,"Some zones were good, others not so much.",Neutral,2025-12-06
962da82b-d205-4a84-a08e-f3b2b9d13699,26-35,Kids Zone,College/Work,3,1,"It was okay, nothing special.",Neutral,2025-12-19
ca8c8592-83a9-4d5e-bc2a-a198cef7c0ca,50+,Modern Art,Newspaper,3,0,"Average experience, could be better.",Neutral,2025-12-12
b9028e32-0586-4ed2-b0dd-6a60714bdee5,50+,Kids Zone,Friends/Family,4,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-07
ec85e4c4-55a3-40f3-af76-56dc9da7e118,26-35,Photography,Newspaper,5,1,"Great experience overall, well organized.",Positive,2025-12-15
ff759552-da69-4144-8556-159265df3bf2,26-35,Photography,Friends/Family,5,1,"Great experience overall, well organized.",Positive,2025-12-13
6fd5339a-5cd3-4cf7-a36c-caf23f4151bb,Under 18,Food & Culture,Friends/Family,3,1,"Some zones were good, others not so much.",Neutral,2025-12-03
4e8ba86e-8047-47aa-b490-7486e981bf85,50+,Modern Art,Friends/Family,5,1,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-17
c8e9e7bb-3bce-4049-892b-601cc0351505,50+,Tech Innovations,Friends/Family,5,1,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-07
aec7660e-93a4-4fc6-bd46-f6e22420cb8d,26-35,Heritage Crafts,Friends/Family,4,1,"Great experience overall, well organized.",Positive,2025-12-13
c5626a5a-0330-44a4-a1b1-972b3227ff16,18-25,Kids Zone,Social Media,2,0,"Too crowded on weekends, hard to move around.",Negative,2025-12-12
964c0b73-dd1a-4c48-8a69-d631b825150f,36-50,Heritage Crafts,College/Work,4,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-20
95e4d539-4acc-4297-814d-5857056dec04,26-35,Heritage Crafts,Friends/Family,4,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-02
1675a1f1-0a3d-4b54-a4c7-22a0277d95e4,36-50,Modern Art,Friends/Family,2,1,Not enough seating areas for elderly visitors.,Negative,2025-12-09
5965e455-ebba-4b68-8bb9-fd10d8b439fc,36-50,Food & Culture,College/Work,4,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-05
2d8cac21-c7f2-4c63-b105-b164299ccd8d,26-35,Tech Innovations,Social Media,4,1,"Loved the variety of stalls, especially the food section!",Positive,2025-12-03
df22c68b-2d5e-4bb6-80fd-9110c6e707e9,Under 18,Heritage Crafts,Friends/Family,3,0,"It was okay, nothing special.",Neutral,2025-12-15
a257c47e-4e0e-4ae8-a74b-424f63743557,50+,Food & Culture,Newspaper,5,0,"Loved the variety of stalls, especially the food section!",Positive,2025-12-03
b3076fe0-7191-44ee-bd8e-01f859ce853e,50+,Tech Innovations,Social Media,5,1,"The heritage crafts zone was amazing, very informative.",Positive,2025-12-17
5b13b891-d9ac-4b6e-8bce-e426b706833b,36-50,Food & Culture,College/Work,4,1,"Great experience overall, well organized.",Positive,2025-12-08
7b8bba0a-d0cd-4850-b4ae-d07100c9a0a5,18-25,Photography,Social Media,4,1,"Great experience overall, well organized.",Positive,2025-12-12
33e1a32e-1018-41a2-92e2-8d33d54cf5ad,Under 18,Heritage Crafts,College/Work,3,1,"Some zones were good, others not so much.",Neutral,2025-12-17
b27c4c6c-cfca-470e-a9ad-c9fae20bdef8,36-50,Photography,Social Media,3,1,"Some zones were good, others not so much.",Neutral,2025-12-01
81cf7ff3-4f6d-4a41-ae7e-685e6e4e548f,26-35,Modern Art,Friends/Family,4,1,"Tech zone was impressive, learned a lot.",Positive,2025-12-21
7c79d9f1-3269-4b91-bacf-3a22ce2ef060,26-35,Heritage Crafts,Friends/Family,4,1,"Kids enjoyed it a lot, good activities for children.",Positive,2025-12-12
e18375ba-22f6-4cd6-a1da-bb4f55be9e95,18-25,Food & Culture,Friends/Family,3,1,"Average experience, could be better.",Neutral,2025-12-01
855a701e-3878-40ec-b08e-524a959fa11f,18-25,Food & Culture,College/Work,2,1,Lighting in some zones was too dim.,Negative,2025-12-08
4fec7a63-721c-4d57-8ce9-28d109d1c13b,26-35,Heritage Crafts,College/Work,5,1,Friendly staff and clean premises.,Positive,2025-12-15
0c3aadb0-3665-447f-87de-af650bcbad9c,Under 18,Heritage Crafts,Newspaper,3,1,"Average experience, could be better.",Neutral,2025-12-11
